Nome;Exercício 1;Exercício 2;Exercício 3;Exercício 4;Exercício 5;Nota Final;Situação
Aluno_2026;4;1;10;6;2;4.6;Reprovado
Aluno_2027;14;10;0;9;15;9.6;Aprovado
Aluno_2028;16;12;17;6;5;11.2;Aprovado
Aluno_2029;2;4;11;4;14;7.0;Reprovado
Aluno_2030;11;5;11;11;14;10.4;Aprovado
Aluno_2031;1;13;10;15;15;10.8;Aprovado
Aluno_2032;0;11;7;20;19;11.4;Aprovado
Aluno_2033;20;3;6;17;12;11.6;Aprovado
Aluno_2034;16;5;20;2;11;10.8;Aprovado
Aluno_2035;15;9;1;19;9;10.6;Aprovado
Aluno_2036;4;17;10;14;13;11.6;Aprovado
Aluno_2037;14;14;9;4;1;8.4;Reprovado
Aluno_2038;2;7;2;12;2;5.0;Reprovado
Aluno_2039;6;8;19;18;8;11.8;Aprovado
Aluno_2040;10;4;9;11;10;8.8;Reprovado
Aluno_2041;9;9;17;20;10;13.0;Aprovado
Aluno_2042;8;19;13;4;9;10.6;Aprovado
Aluno_2043;13;5;17;5;13;10.6;Aprovado
Aluno_2044;12;15;7;6;8;9.6;Aprovado
Aluno_2045;1;2;9;9;19;8.0;Reprovado
Aluno_2046;2;9;12;15;20;11.6;Aprovado
Aluno_2047;6;10;20;7;9;10.4;Aprovado
Aluno_2048;20;10;7;8;8;10.6;Aprovado
Aluno_2049;17;16;3;3;4;8.6;Reprovado
Aluno_2050;2;3;3;20;7;7.0;Reprovado
Aluno_2051;9;3;4;20;10;9.2;Reprovado
Aluno_2052;6;16;0;7;0;5.8;Reprovado
Aluno_2053;8;8;16;6;20;11.6;Aprovado
Aluno_2054;16;18;1;14;9;11.6;Aprovado
Aluno_2055;10;4;7;20;0;8.2;Reprovado
Aluno_2056;6;5;6;2;6;5.0;Reprovado
Aluno_2057;13;2;14;16;13;11.6;Aprovado
Aluno_2058;18;0;4;10;4;7.2;Reprovado
Aluno_2059;3;19;1;8;16;9.4;Reprovado
Aluno_2060;5;15;6;4;20;10.0;Aprovado
Aluno_2061;9;10;7;9;5;8.0;Reprovado
Aluno_2062;6;12;6;14;15;10.6;Aprovado
Aluno_2063;12;9;6;13;10;10.0;Aprovado
Aluno_2064;13;2;13;3;9;8.0;Reprovado
Aluno_2065;3;8;20;20;14;13.0;Aprovado
Aluno_2066;7;11;17;19;6;12.0;Aprovado
Aluno_2067;4;13;5;1;1;4.8;Reprovado
Aluno_2068;0;0;3;11;11;5.0;Reprovado
Aluno_2069;3;17;9;0;18;9.4;Reprovado
Aluno_2070;2;16;17;19;11;13.0;Aprovado
Aluno_2071;8;8;11;4;15;9.2;Reprovado
Aluno_2072;7;8;15;5;5;8.0;Reprovado
Aluno_2073;0;9;6;10;2;5.4;Reprovado
Aluno_2074;5;18;5;7;1;7.2;Reprovado
Aluno_2075;8;14;4;6;19;10.2;Aprovado
Aluno_2076;6;4;2;3;4;3.8;Reprovado
Aluno_2077;3;14;11;5;10;8.6;Reprovado
Aluno_2078;12;19;14;15;2;12.4;Aprovado
Aluno_2079;16;1;9;19;2;9.4;Reprovado
Aluno_2080;1;12;19;14;4;10.0;Aprovado
Aluno_2081;4;15;18;13;10;12.0;Aprovado
Aluno_2082;11;14;15;11;2;10.6;Aprovado
Aluno_2083;20;9;10;11;12;12.4;Aprovado
Aluno_2084;7;13;7;15;20;12.4;Aprovado
Aluno_2085;5;9;2;14;7;7.4;Reprovado
Aluno_2086;7;13;6;12;19;11.4;Aprovado
Aluno_2087;17;8;6;10;9;10.0;Aprovado
Aluno_2088;2;13;13;16;1;9.0;Reprovado
Aluno_2089;11;2;1;20;3;7.4;Reprovado
Aluno_2090;2;19;9;14;17;12.2;Aprovado
Aluno_2091;5;15;18;13;18;13.8;Aprovado
Aluno_2092;1;1;8;9;3;4.4;Reprovado
Aluno_2093;11;9;15;11;19;13.0;Aprovado
Aluno_2094;1;2;18;15;8;8.8;Reprovado
Aluno_2095;5;10;17;14;15;12.2;Aprovado
Aluno_2096;16;10;8;9;5;9.6;Aprovado
Aluno_2097;2;20;15;3;3;8.6;Reprovado
Aluno_2098;1;20;12;8;8;9.8;Aprovado
Aluno_2099;19;12;9;20;12;14.4;Aprovado
Aluno_2100;7;6;19;19;8;11.8;Aprovado
Aluno_2101;11;16;13;8;5;10.6;Aprovado
Aluno_2102;3;1;11;20;20;11.0;Aprovado
Aluno_2103;4;11;18;19;18;14.0;Aprovado
Aluno_2104;12;9;6;10;13;10.0;Aprovado
Aluno_2105;14;17;14;10;20;15.0;Aprovado
Aluno_2106;15;10;15;6;14;12.0;Aprovado
Aluno_2107;9;15;7;20;2;10.6;Aprovado
Aluno_2108;15;16;9;9;4;10.6;Aprovado
Aluno_2109;11;18;3;3;20;11.0;Aprovado
Aluno_2110;16;17;18;4;17;14.4;Aprovado
Aluno_2111;15;2;18;4;13;10.4;Aprovado
Aluno_2112;11;20;20;10;15;15.2;Aprovado
Aluno_2113;7;15;14;8;13;11.4;Aprovado
Aluno_2114;19;5;13;15;8;12.0;Aprovado
Aluno_2115;2;11;0;8;14;7.0;Reprovado
Aluno_2116;15;10;15;3;6;9.8;Aprovado
Aluno_2117;12;14;9;1;13;9.8;Aprovado
Aluno_2118;18;14;18;13;5;13.6;Aprovado
Aluno_2119;7;15;2;2;20;9.2;Reprovado
Aluno_2120;4;9;4;17;14;9.6;Aprovado
Aluno_2121;19;11;8;20;19;15.4;Aprovado
Aluno_2122;7;12;17;5;7;9.6;Aprovado
Aluno_2123;11;3;10;10;1;7.0;Reprovado
Aluno_2124;0;6;15;20;7;9.6;Aprovado
Aluno_2125;20;1;1;17;0;7.8;Reprovado
Aluno_2126;19;14;11;11;16;14.2;Aprovado
Aluno_2127;5;7;5;4;18;7.8;Reprovado
Aluno_2128;17;6;10;8;4;9.0;Reprovado
Aluno_2129;7;14;7;19;19;13.2;Aprovado
Aluno_2130;6;13;11;17;15;12.4;Aprovado
Aluno_2131;0;7;1;18;6;6.4;Reprovado
Aluno_2132;20;11;8;2;6;9.4;Reprovado
Aluno_2133;15;12;14;8;17;13.2;Aprovado
Aluno_2134;11;10;1;3;17;8.4;Reprovado
Aluno_2135;5;16;0;16;1;7.6;Reprovado
Aluno_2136;19;16;9;16;14;14.8;Aprovado
Aluno_2137;1;3;1;1;13;3.8;Reprovado
Aluno_2138;13;20;11;8;17;13.8;Aprovado
Aluno_2139;3;7;7;8;8;6.6;Reprovado
Aluno_2140;0;4;4;4;13;5.0;Reprovado
Aluno_2141;17;15;0;14;4;10.0;Aprovado
Aluno_2142;12;3;14;14;10;10.6;Aprovado
Aluno_2143;1;14;5;2;7;5.8;Reprovado
Aluno_2144;8;11;11;18;4;10.4;Aprovado
Aluno_2145;20;4;7;2;10;8.6;Reprovado
Aluno_2146;1;15;12;5;4;7.4;Reprovado
Aluno_2147;8;13;18;3;16;11.6;Aprovado
Aluno_2148;0;9;0;12;3;4.8;Reprovado
Aluno_2149;10;6;10;12;14;10.4;Aprovado
Aluno_2150;2;12;19;10;18;12.2;Aprovado
Aluno_2151;19;19;0;4;1;8.6;Reprovado
Aluno_2152;3;4;7;0;16;6.0;Reprovado
Aluno_2153;17;2;4;8;11;8.4;Reprovado
Aluno_2154;5;14;16;16;16;13.4;Aprovado
Aluno_2155;2;3;7;0;9;4.2;Reprovado
Aluno_2156;10;14;9;2;17;10.4;Aprovado
Aluno_2157;14;13;1;14;18;12.0;Aprovado
Aluno_2158;4;19;8;20;17;13.6;Aprovado
Aluno_2159;19;18;2;9;12;12.0;Aprovado
Aluno_2160;9;12;17;7;13;11.6;Aprovado
Aluno_2161;11;9;6;11;15;10.4;Aprovado
Aluno_2162;14;20;14;14;17;15.8;Aprovado
Aluno_2163;16;4;20;8;17;13.0;Aprovado
Aluno_2164;9;19;19;9;15;14.2;Aprovado
Aluno_2165;5;19;17;19;16;15.2;Aprovado
Aluno_2166;17;5;2;8;6;7.6;Reprovado
Aluno_2167;12;3;13;14;11;10.6;Aprovado
Aluno_2168;2;1;1;20;1;5.0;Reprovado
Aluno_2169;9;15;13;20;9;13.2;Aprovado
Aluno_2170;13;17;10;0;4;8.8;Reprovado
Aluno_2171;5;4;15;1;20;9.0;Reprovado
Aluno_2172;2;3;7;18;2;6.4;Reprovado
Aluno_2173;15;12;6;13;18;12.8;Aprovado
Aluno_2174;6;18;10;7;12;10.6;Aprovado
Aluno_2175;19;1;2;5;11;7.6;Reprovado
Aluno_2176;13;12;16;11;2;10.8;Aprovado
Aluno_2177;8;10;13;14;5;10.0;Aprovado
Aluno_2178;14;3;5;13;13;9.6;Aprovado
Aluno_2179;20;19;7;20;3;13.8;Aprovado
Aluno_2180;2;19;4;0;12;7.4;Reprovado
Aluno_2181;1;14;7;10;18;10.0;Aprovado
Aluno_2182;1;3;1;2;17;4.8;Reprovado
Aluno_2183;2;8;14;18;2;8.8;Reprovado
Aluno_2184;17;6;11;17;19;14.0;Aprovado
Aluno_2185;13;18;16;19;5;14.2;Aprovado
Aluno_2186;19;18;0;1;15;10.6;Aprovado
Aluno_2187;17;5;14;6;19;12.2;Aprovado
Aluno_2188;9;5;13;7;2;7.2;Reprovado
Aluno_2189;1;19;19;18;11;13.6;Aprovado
Aluno_2190;0;14;15;14;18;12.2;Aprovado
Aluno_2191;3;14;8;9;18;10.4;Aprovado
Aluno_2192;13;19;0;0;3;7.0;Reprovado
Aluno_2193;0;8;16;5;0;5.8;Reprovado
Aluno_2194;13;3;12;12;1;8.2;Reprovado
Aluno_2195;15;17;20;13;12;15.4;Aprovado
Aluno_2196;13;17;20;2;12;12.8;Aprovado
Aluno_2197;19;4;4;10;1;7.6;Reprovado
Aluno_2198;2;19;9;2;18;10.0;Aprovado
Aluno_2199;2;10;5;18;15;10.0;Aprovado
Aluno_2200;8;4;18;9;11;10.0;Aprovado
Aluno_2201;5;3;12;14;0;6.8;Reprovado
Aluno_2202;12;11;0;10;8;8.2;Reprovado
Aluno_2203;20;1;19;14;16;14.0;Aprovado
Aluno_2204;1;12;14;12;9;9.6;Aprovado
Aluno_2205;7;9;13;4;17;10.0;Aprovado
Aluno_2206;20;8;7;3;18;11.2;Aprovado
Aluno_2207;1;9;9;12;6;7.4;Reprovado
Aluno_2208;3;6;8;8;18;8.6;Reprovado
Aluno_2209;14;3;16;16;14;12.6;Aprovado
Aluno_2210;3;18;8;1;8;7.6;Reprovado
Aluno_2211;12;9;2;4;9;7.2;Reprovado
Aluno_2212;11;2;10;15;19;11.4;Aprovado
Aluno_2213;12;20;11;6;19;13.6;Aprovado
Aluno_2214;13;18;9;0;3;8.6;Reprovado
Aluno_2215;19;20;16;11;5;14.2;Aprovado
Aluno_2216;17;1;16;20;3;11.4;Aprovado
Aluno_2217;5;19;10;10;4;9.6;Aprovado
Aluno_2218;10;9;3;11;8;8.2;Reprovado
Aluno_2219;1;1;6;18;11;7.4;Reprovado
Aluno_2220;18;1;20;11;7;11.4;Aprovado
Aluno_2221;18;16;13;11;20;15.6;Aprovado
Aluno_2222;4;15;6;13;4;8.4;Reprovado
Aluno_2223;18;15;7;1;10;10.2;Aprovado
Aluno_2224;1;13;0;1;10;5.0;Reprovado
Aluno_2225;9;6;3;3;12;6.6;Reprovado
Aluno_2226;1;20;11;19;13;12.8;Aprovado
Aluno_2227;10;10;2;15;7;8.8;Reprovado
Aluno_2228;17;0;12;9;17;11.0;Aprovado
Aluno_2229;14;10;19;12;18;14.6;Aprovado
Aluno_2230;8;20;5;1;11;9.0;Reprovado
Aluno_2231;18;3;10;2;11;8.8;Reprovado
Aluno_2232;8;6;3;18;17;10.4;Aprovado
Aluno_2233;2;14;19;5;9;9.8;Aprovado
Aluno_2234;20;17;15;18;6;15.2;Aprovado
Aluno_2235;8;11;6;20;17;12.4;Aprovado
Aluno_2236;13;16;10;19;11;13.8;Aprovado
Aluno_2237;18;0;0;18;13;9.8;Aprovado
Aluno_2238;6;10;6;7;14;8.6;Reprovado
Aluno_2239;15;0;11;13;15;10.8;Aprovado
Aluno_2240;15;14;6;9;1;9.0;Reprovado
Aluno_2241;0;20;6;2;17;9.0;Reprovado
Aluno_2242;3;9;9;5;11;7.4;Reprovado
Aluno_2243;3;6;15;14;15;10.6;Aprovado
Aluno_2244;6;1;7;17;12;8.6;Reprovado
Aluno_2245;7;9;8;13;19;11.2;Aprovado
Aluno_2246;16;3;8;18;16;12.2;Aprovado
Aluno_2247;4;11;1;9;17;8.4;Reprovado
Aluno_2248;6;18;12;14;2;10.4;Aprovado
Aluno_2249;19;10;12;3;9;10.6;Aprovado
Aluno_2250;19;7;3;1;0;6.0;Reprovado
Aluno_2251;3;17;11;2;5;7.6;Reprovado
Aluno_2252;5;10;16;6;2;7.8;Reprovado
Aluno_2253;6;10;1;15;18;10.0;Aprovado
Aluno_2254;17;12;12;9;3;10.6;Aprovado
Aluno_2255;4;2;17;18;19;12.0;Aprovado
Aluno_2256;19;11;14;16;2;12.4;Aprovado
Aluno_2257;2;2;7;18;7;7.2;Reprovado
Aluno_2258;6;9;14;4;7;8.0;Reprovado
Aluno_2259;13;16;0;19;6;10.8;Aprovado
Aluno_2260;6;1;19;12;1;7.8;Reprovado
Aluno_2261;4;16;9;12;20;12.2;Aprovado
Aluno_2262;4;15;11;10;5;9.0;Reprovado
Aluno_2263;1;1;4;10;15;6.2;Reprovado
Aluno_2264;20;19;8;15;9;14.2;Aprovado
Aluno_2265;5;5;7;14;3;6.8;Reprovado
Aluno_2266;14;9;15;16;12;13.2;Aprovado
Aluno_2267;20;9;13;17;9;13.6;Aprovado
Aluno_2268;9;7;12;18;20;13.2;Aprovado
Aluno_2269;6;0;20;3;13;8.4;Reprovado
Aluno_2270;4;12;12;4;8;8.0;Reprovado
Aluno_2271;0;8;4;6;10;5.6;Reprovado
Aluno_2272;12;9;15;1;17;10.8;Aprovado
Aluno_2273;20;14;10;0;10;10.8;Aprovado
Aluno_2274;17;4;4;11;16;10.4;Aprovado
Aluno_2275;12;15;12;9;1;9.8;Aprovado
Aluno_2276;20;12;10;7;2;10.2;Aprovado
Aluno_2277;20;19;18;0;10;13.4;Aprovado
Aluno_2278;17;17;2;11;17;12.8;Aprovado
Aluno_2279;4;10;14;1;2;6.2;Reprovado
Aluno_2280;12;8;6;9;14;9.8;Aprovado
Aluno_2281;3;15;6;16;10;10.0;Aprovado
Aluno_2282;16;1;5;2;10;6.8;Reprovado
Aluno_2283;2;1;2;6;19;6.0;Reprovado
Aluno_2284;16;11;12;11;10;12.0;Aprovado
Aluno_2285;10;7;6;7;18;9.6;Aprovado
Aluno_2286;20;8;4;19;0;10.2;Aprovado
Aluno_2287;19;11;17;11;4;12.4;Aprovado
Aluno_2288;20;8;7;2;9;9.2;Reprovado
Aluno_2289;3;9;16;16;9;10.6;Aprovado
Aluno_2290;1;1;19;8;13;8.4;Reprovado
Aluno_2291;19;15;0;9;1;8.8;Reprovado
Aluno_2292;15;19;13;5;3;11.0;Aprovado
Aluno_2293;17;6;16;0;1;8.0;Reprovado
Aluno_2294;7;1;9;11;17;9.0;Reprovado
Aluno_2295;2;0;11;4;12;5.8;Reprovado
Aluno_2296;8;18;15;12;18;14.2;Aprovado
Aluno_2297;19;3;13;14;4;10.6;Aprovado
Aluno_2298;5;1;15;10;19;10.0;Aprovado
Aluno_2299;9;13;7;7;1;7.4;Reprovado
Aluno_2300;20;1;9;4;10;8.8;Reprovado
Aluno_2301;9;14;16;1;17;11.4;Aprovado
Aluno_2302;12;11;17;11;5;11.2;Aprovado
Aluno_2303;16;4;19;1;9;9.8;Aprovado
Aluno_2304;8;19;15;15;16;14.6;Aprovado
Aluno_2305;16;6;16;20;10;13.6;Aprovado
Aluno_2306;8;20;15;2;18;12.6;Aprovado
Aluno_2307;8;9;18;9;16;12.0;Aprovado
Aluno_2308;0;13;7;18;3;8.2;Reprovado
Aluno_2309;1;13;5;7;13;7.8;Reprovado
Aluno_2310;15;4;5;6;19;9.8;Aprovado
Aluno_2311;0;17;20;0;3;8.0;Reprovado
Aluno_2312;9;13;8;11;13;10.8;Aprovado
Aluno_2313;17;1;3;4;3;5.6;Reprovado
Aluno_2314;7;11;11;15;5;9.8;Aprovado
Aluno_2315;20;5;11;3;8;9.4;Reprovado
Aluno_2316;10;3;16;16;20;13.0;Aprovado
Aluno_2317;1;12;14;20;11;11.6;Aprovado
Aluno_2318;7;3;8;1;7;5.2;Reprovado
Aluno_2319;7;13;6;11;3;8.0;Reprovado
Aluno_2320;16;15;9;0;4;8.8;Reprovado
Aluno_2321;14;3;15;11;5;9.6;Aprovado
Aluno_2322;16;0;11;11;4;8.4;Reprovado
Aluno_2323;12;12;6;11;18;11.8;Aprovado
Aluno_2324;18;3;17;18;7;12.6;Aprovado
Aluno_2325;4;19;14;16;8;12.2;Aprovado
Aluno_2326;11;17;5;19;14;13.2;Aprovado
Aluno_2327;0;5;11;10;3;5.8;Reprovado
Aluno_2328;4;2;10;12;8;7.2;Reprovado
Aluno_2329;7;12;19;7;6;10.2;Aprovado
Aluno_2330;12;15;2;9;7;9.0;Reprovado
Aluno_2331;7;4;1;7;14;6.6;Reprovado
Aluno_2332;10;3;5;19;18;11.0;Aprovado
Aluno_2333;0;20;4;7;14;9.0;Reprovado
Aluno_2334;12;7;17;8;4;9.6;Aprovado
Aluno_2335;18;18;15;6;18;15.0;Aprovado
Aluno_2336;2;13;7;13;6;8.2;Reprovado
Aluno_2337;16;6;19;1;5;9.4;Reprovado
Aluno_2338;4;13;10;10;18;11.0;Aprovado
Aluno_2339;19;5;9;7;16;11.2;Aprovado
Aluno_2340;20;11;11;12;9;12.6;Aprovado
Aluno_2341;7;15;20;20;18;16.0;Aprovado
Aluno_2342;13;16;5;14;10;11.6;Aprovado
Aluno_2343;3;12;19;2;14;10.0;Aprovado
Aluno_2344;10;13;4;13;9;9.8;Aprovado
Aluno_2345;19;6;8;14;10;11.4;Aprovado
Aluno_2346;14;13;15;1;2;9.0;Reprovado
Aluno_2347;18;14;13;18;2;13.0;Aprovado
Aluno_2348;6;11;7;11;17;10.4;Aprovado
Aluno_2349;18;16;19;19;10;16.4;Aprovado
Aluno_2350;18;8;18;3;19;13.2;Aprovado
Aluno_2351;10;14;13;2;17;11.2;Aprovado
Aluno_2352;4;11;6;4;14;7.8;Reprovado
Aluno_2353;4;1;4;2;6;3.4;Reprovado
Aluno_2354;7;4;17;14;9;10.2;Aprovado
Aluno_2355;9;12;1;18;20;12.0;Aprovado
Aluno_2356;5;19;10;1;19;10.8;Aprovado
Aluno_2357;14;7;7;11;9;9.6;Aprovado
Aluno_2358;15;13;0;4;12;8.8;Reprovado
Aluno_2359;16;14;11;16;14;14.2;Aprovado
Aluno_2360;7;10;1;13;17;9.6;Aprovado
Aluno_2361;7;0;17;9;3;7.2;Reprovado
Aluno_2362;8;20;6;2;19;11.0;Aprovado
Aluno_2363;1;2;16;3;16;7.6;Reprovado
Aluno_2364;14;16;13;5;2;10.0;Aprovado
Aluno_2365;17;18;6;15;20;15.2;Aprovado
Aluno_2366;2;13;2;6;20;8.6;Reprovado
Aluno_2367;16;7;5;14;1;8.6;Reprovado
Aluno_2368;3;12;19;20;3;11.4;Aprovado
Aluno_2369;3;19;1;19;0;8.4;Reprovado
Aluno_2370;13;2;16;10;14;11.0;Aprovado
Aluno_2371;8;4;11;20;0;8.6;Reprovado
Aluno_2372;8;8;11;0;5;6.4;Reprovado
Aluno_2373;17;5;16;4;6;9.6;Aprovado
Aluno_2374;9;1;9;12;18;9.8;Aprovado
Aluno_2375;20;12;2;20;11;13.0;Aprovado
Aluno_2376;3;4;19;13;0;7.8;Reprovado
Aluno_2377;11;7;17;8;6;9.8;Aprovado
Aluno_2378;7;0;12;16;18;10.6;Aprovado
Aluno_2379;1;19;11;14;12;11.4;Aprovado
Aluno_2380;12;11;16;20;11;14.0;Aprovado
Aluno_2381;20;10;3;6;11;10.0;Aprovado
Aluno_2382;15;6;9;11;12;10.6;Aprovado
Aluno_2383;1;14;10;5;13;8.6;Reprovado
Aluno_2384;10;10;5;20;11;11.2;Aprovado
Aluno_2385;9;15;5;15;19;12.6;Aprovado
Aluno_2386;14;2;8;4;11;7.8;Reprovado
Aluno_2387;16;19;14;8;5;12.4;Aprovado
Aluno_2388;7;13;1;13;9;8.6;Reprovado
Aluno_2389;17;2;3;7;19;9.6;Aprovado
Aluno_2390;8;0;4;13;8;6.6;Reprovado
Aluno_2391;7;20;16;11;1;11.0;Aprovado
Aluno_2392;13;14;7;9;6;9.8;Aprovado
Aluno_2393;17;0;7;19;8;10.2;Aprovado
Aluno_2394;19;16;11;19;11;15.2;Aprovado
Aluno_2395;19;1;20;20;4;12.8;Aprovado
Aluno_2396;20;19;7;12;0;11.6;Aprovado
Aluno_2397;11;5;18;18;14;13.2;Aprovado
Aluno_2398;18;7;2;14;7;9.6;Aprovado
Aluno_2399;13;15;17;7;0;10.4;Aprovado
Aluno_2400;16;18;20;20;17;18.2;Aprovado
Aluno_2401;20;0;18;9;12;11.8;Aprovado
Aluno_2402;2;2;18;2;0;4.8;Reprovado
Aluno_2403;6;2;14;20;4;9.2;Reprovado
Aluno_2404;16;4;5;2;17;8.8;Reprovado
Aluno_2405;11;11;15;4;15;11.2;Aprovado
Aluno_2406;8;11;7;15;9;10.0;Aprovado
Aluno_2407;14;19;15;16;3;13.4;Aprovado
Aluno_2408;17;12;17;5;0;10.2;Aprovado
Aluno_2409;20;19;19;19;7;16.8;Aprovado
Aluno_2410;12;8;15;19;4;11.6;Aprovado
Aluno_2411;20;6;10;15;1;10.4;Aprovado
Aluno_2412;7;3;6;1;16;6.6;Reprovado
Aluno_2413;13;18;16;19;6;14.4;Aprovado
Aluno_2414;7;18;16;14;16;14.2;Aprovado
Aluno_2415;13;5;11;17;5;10.2;Aprovado
Aluno_2416;6;12;12;0;14;8.8;Reprovado
Aluno_2417;11;10;9;18;4;10.4;Aprovado
Aluno_2418;10;12;6;11;14;10.6;Aprovado
Aluno_2419;10;12;13;7;17;11.8;Aprovado
Aluno_2420;12;19;0;5;17;10.6;Aprovado
Aluno_2421;17;14;16;11;20;15.6;Aprovado
Aluno_2422;1;20;3;6;20;10.0;Aprovado
Aluno_2423;20;12;20;17;5;14.8;Aprovado
Aluno_2424;14;10;4;13;1;8.4;Reprovado
Aluno_2425;19;18;19;7;16;15.8;Aprovado
Aluno_2426;17;7;6;19;20;13.8;Aprovado
Aluno_2427;14;19;9;13;3;11.6;Aprovado
Aluno_2428;18;7;16;4;11;11.2;Aprovado
Aluno_2429;11;9;6;8;18;10.4;Aprovado
Aluno_2430;12;15;0;7;1;7.0;Reprovado
Aluno_2431;10;18;6;1;1;7.2;Reprovado
Aluno_2432;4;10;10;15;13;10.4;Aprovado
Aluno_2433;0;12;8;12;14;9.2;Reprovado
Aluno_2434;2;8;11;6;19;9.2;Reprovado
Aluno_2435;18;19;2;15;1;11.0;Aprovado
Aluno_2436;6;18;3;6;3;7.2;Reprovado
Aluno_2437;11;15;3;13;18;12.0;Aprovado
Aluno_2438;14;6;12;13;8;10.6;Aprovado
Aluno_2439;4;18;18;11;6;11.4;Aprovado
Aluno_2440;14;11;9;0;12;9.2;Reprovado
Aluno_2441;7;14;4;0;11;7.2;Reprovado
Aluno_2442;9;13;6;11;2;8.2;Reprovado
Aluno_2443;15;10;15;19;12;14.2;Aprovado
Aluno_2444;7;9;0;20;14;10.0;Aprovado
Aluno_2445;0;10;11;14;13;9.6;Aprovado
Aluno_2446;11;5;1;3;8;5.6;Reprovado
Aluno_2447;4;1;6;6;12;5.8;Reprovado
Aluno_2448;2;10;10;15;3;8.0;Reprovado
Aluno_2449;0;18;12;2;20;10.4;Aprovado
Aluno_2450;3;5;1;6;7;4.4;Reprovado
Aluno_2451;7;13;6;5;2;6.6;Reprovado
Aluno_2452;2;19;14;15;1;10.2;Aprovado
Aluno_2453;9;5;10;7;18;9.8;Aprovado
Aluno_2454;1;16;1;5;7;6.0;Reprovado
Aluno_2455;10;9;6;9;16;10.0;Aprovado
Aluno_2456;9;0;3;15;12;7.8;Reprovado
Aluno_2457;20;2;10;10;6;9.6;Aprovado
Aluno_2458;13;7;1;12;8;8.2;Reprovado
Aluno_2459;6;7;15;5;11;8.8;Reprovado
Aluno_2460;1;19;6;0;13;7.8;Reprovado
Aluno_2461;8;14;12;20;13;13.4;Aprovado
Aluno_2462;15;6;4;18;14;11.4;Aprovado
Aluno_2463;12;10;16;11;2;10.2;Aprovado
Aluno_2464;8;6;20;5;14;10.6;Aprovado
Aluno_2465;19;3;11;17;18;13.6;Aprovado
Aluno_2466;3;11;18;12;19;12.6;Aprovado
Aluno_2467;9;5;6;6;13;7.8;Reprovado
Aluno_2468;11;13;5;12;7;9.6;Aprovado
Aluno_2469;16;11;7;20;4;11.6;Aprovado
Aluno_2470;13;10;12;7;18;12.0;Aprovado
Aluno_2471;13;18;4;20;3;11.6;Aprovado
Aluno_2472;1;20;1;16;13;10.2;Aprovado
Aluno_2473;20;4;8;8;15;11.0;Aprovado
Aluno_2474;19;13;10;19;19;16.0;Aprovado
Aluno_2475;10;20;5;12;5;10.4;Aprovado
Aluno_2476;15;15;6;1;5;8.4;Reprovado
Aluno_2477;18;12;6;3;2;8.2;Reprovado
Aluno_2478;5;19;18;1;14;11.4;Aprovado
Aluno_2479;18;3;5;3;2;6.2;Reprovado
Aluno_2480;4;10;10;17;10;10.2;Aprovado
Aluno_2481;3;16;10;4;2;7.0;Reprovado
Aluno_2482;14;6;6;18;9;10.6;Aprovado
Aluno_2483;3;13;1;9;17;8.6;Reprovado
Aluno_2484;19;10;18;17;0;12.8;Aprovado
Aluno_2485;9;8;3;20;15;11.0;Aprovado
Aluno_2486;2;12;5;9;15;8.6;Reprovado
Aluno_2487;4;17;16;4;9;10.0;Aprovado
Aluno_2488;5;10;4;16;0;7.0;Reprovado
Aluno_2489;20;14;6;12;3;11.0;Aprovado
Aluno_2490;7;18;8;16;2;10.2;Aprovado
Aluno_2491;6;0;0;8;4;3.6;Reprovado
Aluno_2492;20;3;0;11;11;9.0;Reprovado
Aluno_2493;9;13;18;13;11;12.8;Aprovado
Aluno_2494;5;13;5;13;12;9.6;Aprovado
Aluno_2495;13;2;17;7;11;10.0;Aprovado
Aluno_2496;3;16;9;4;15;9.4;Reprovado
Aluno_2497;12;2;10;18;12;10.8;Aprovado
Aluno_2498;19;15;0;13;4;10.2;Aprovado
Aluno_2499;16;13;0;8;3;8.0;Reprovado
Aluno_2500;6;19;12;6;20;12.6;Aprovado
Aluno_2501;3;12;4;7;14;8.0;Reprovado
Aluno_2502;13;14;19;13;11;14.0;Aprovado
Aluno_2503;2;13;0;13;18;9.2;Reprovado
Aluno_2504;4;18;19;10;20;14.2;Aprovado
Aluno_2505;15;5;2;13;18;10.6;Aprovado
Aluno_2506;19;9;17;20;20;17.0;Aprovado
Aluno_2507;3;14;8;7;10;8.4;Reprovado
Aluno_2508;1;20;13;2;20;11.2;Aprovado
Aluno_2509;17;19;16;17;5;14.8;Aprovado
Aluno_2510;18;5;13;2;8;9.2;Reprovado
Aluno_2511;18;9;3;12;0;8.4;Reprovado
Aluno_2512;16;6;4;11;11;9.6;Aprovado
Aluno_2513;13;16;20;14;13;15.2;Aprovado
Aluno_2514;18;17;16;17;5;14.6;Aprovado
Aluno_2515;12;16;1;4;0;6.6;Reprovado
Aluno_2516;11;8;4;6;1;6.0;Reprovado
Aluno_2517;5;9;3;10;10;7.4;Reprovado
Aluno_2518;20;9;3;10;2;8.8;Reprovado
Aluno_2519;3;6;5;14;9;7.4;Reprovado
Aluno_2520;18;15;19;9;5;13.2;Aprovado
Aluno_2521;15;17;20;14;5;14.2;Aprovado
Aluno_2522;12;5;12;12;19;12.0;Aprovado
Aluno_2523;3;19;4;13;20;11.8;Aprovado
